url,file,in_img,has_width,has_height
https://atandra.in,dist.bak\measure\multi-functional-meters\product\plmr91.html,0,0,0
https://atandra.in,dist.bak\measure\multi-functional-meters\product\plmr91.html,1,0,0
https://atandra.in,dist.bak\measure\multi-functional-meters\product\plmr93.html,0,0,0
https://atandra.in,dist.bak\measure\multi-functional-meters\product\plmr93.html,1,0,0
https://atandra.in,dist.bak\measure\oscilloscopes\product\ox5022-ox5042.html,0,0,0
https://atandra.in,dist.bak\measure\oscilloscopes\product\ox5022-ox5042.html,1,0,0
https://atandra.in,dist.bak\measure\oscilloscopes\product\ox9062-ox9102-ox9104-ox9304.html,0,0,0
https://atandra.in,dist.bak\measure\oscilloscopes\product\ox9062-ox9102-ox9104-ox9304.html,1,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\alm20.html,0,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\alm20.html,1,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\alm31.html,0,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\alm31.html,1,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\alm36.html,0,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\alm36.html,1,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\ca8345.html,0,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\ca8345.html,1,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\mn93a.html,0,0,0
https://atandra.in,dist.bak\measure\power-quality-analyzers\product\mn93a.html,1,0,0
https://atandra.in,dist.bak\measure\productpages\thermal-imagers\specification.html,0,0,0
https://atandra.in,dist.bak\measure\productpages\thermal-imagers\specification.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\ma-250.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\ma-250.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-2150.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-2150.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-2250.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-2250.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3151.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3151.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3250.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3250.html,1,0,0
